Date_Time,Date,Time,Alfred Place,Birrarung Marr,Bourke St-Russell St (West),Bourke Street Mall (North),Bourke Street Mall (South),Chinatown-Lt Bourke St (South),Chinatown-Swanston St (North),City Square,Collins Place (North),Collins Place (South),Collins St (North),Flagstaff Station,Flinders St-Elizabeth St (East),Flinders St-Spark La,Flinders St-Spring St (West),Flinders St-Swanston St (West),Flinders Street Station Underpass,Grattan St-Swanston St (West),Lonsdale St-Spring St (West),Lonsdale St (South),Lygon St (East),Lygon St (West),Melbourne Central,Melbourne Convention Exhibition Centre,Monash Rd-Swanston St (West),New Quay,Princes Bridge,Queen St (West),QV Market-Elizabeth St (West),QV Market-Peel St,Sandridge Bridge,Southbank,Southern Cross Station,Spencer St-Collins St (North),Spencer St-Collins St (South),St Kilda Rd-Alexandra Gardens,State Library,The Arts Centre,Tin Alley-Swanston St (West),Town Hall (West),Victoria Point,Waterfront City,Webb Bridge
2019-01-19T02:00:00Z,2019-01-19,13,184,2507,1038,3221,2694,955,1220,NA,214,295,1402,NA,NA,116,176,878,2003,210,280,893,254,362,1468,1531,104,539,1163,265,1732,411,661,3352,188,1209,264,1695,1408,2972,60,3094,78,134,299
2019-01-19T03:00:00Z,2019-01-19,14,167,2604,1023,3291,3014,647,1140,NA,184,321,1408,NA,NA,230,204,856,2222,231,337,877,261,526,1471,1691,116,570,1207,255,1301,415,831,3933,161,1271,245,1771,1439,2347,83,3257,76,207,312
2019-01-19T04:00:00Z,2019-01-19,15,119,2823,1074,3481,2999,542,1120,NA,211,385,1375,NA,NA,239,198,877,2423,158,222,841,279,569,1495,1803,117,567,1496,283,1049,302,804,3837,195,1308,293,1802,1424,2350,92,3220,136,169,352
2019-01-19T05:00:00Z,2019-01-19,16,153,3415,1115,3246,2679,545,1142,NA,194,289,1241,NA,NA,221,193,1005,2335,194,214,850,261,555,1517,1810,93,877,1601,248,786,218,879,4235,190,1415,319,1973,1483,2706,57,3324,180,218,327
2019-01-19T06:00:00Z,2019-01-19,17,169,4284,1135,3054,2289,699,1108,NA,175,356,964,NA,NA,310,204,1252,2492,151,294,865,219,469,1419,1738,116,1283,1579,274,641,194,860,4649,261,1750,375,1905,1518,2171,90,3012,224,303,344
2019-01-19T07:00:00Z,2019-01-19,18,155,5150,1158,2391,1618,882,1213,NA,147,362,702,NA,NA,359,287,1142,2306,151,306,989,315,773,1505,1664,66,1284,1612,251,652,176,842,4559,287,1598,284,1781,1387,2072,49,2418,224,246,361
2019-01-19T08:00:00Z,2019-01-19,19,159,3418,1311,1868,1020,993,1324,NA,108,325,519,NA,NA,211,149,665,1949,96,336,1167,466,886,1605,1138,42,679,1727,234,566,141,763,4762,143,1040,164,1460,1225,1848,27,2149,103,208,211
2019-01-19T09:00:00Z,2019-01-19,20,142,2931,1127,1194,644,1041,1257,NA,103,271,419,NA,NA,179,132,470,1870,75,250,1130,622,1122,1551,1051,32,694,1482,245,500,158,778,4538,99,813,203,1139,1002,868,29,1801,55,173,178
2019-01-19T10:00:00Z,2019-01-19,21,114,2558,1206,758,391,968,1124,NA,81,232,381,NA,NA,179,109,623,1772,127,157,1026,520,1131,1342,928,20,625,1499,272,500,164,653,4014,117,822,244,902,941,987,29,1587,112,212,122
2019-01-19T11:00:00Z,2019-01-19,22,151,1684,1024,766,450,983,1051,NA,138,198,400,NA,NA,169,133,1340,1789,78,436,997,454,1060,1165,925,13,1083,1217,313,377,89,591,3438,224,1321,350,709,762,1246,18,1405,168,174,266
2019-01-19T12:00:00Z,2019-01-19,23,83,1494,908,394,257,957,746,NA,70,140,307,NA,NA,132,91,483,1259,41,178,962,191,728,821,475,7,232,1061,417,227,83,521,2185,110,742,156,418,500,443,12,1369,70,75,70
2019-01-19T13:00:00Z,2019-01-20,0,54,1775,611,240,165,362,394,NA,71,77,229,NA,NA,113,93,269,973,44,90,637,105,387,597,281,2,139,725,421,213,55,390,1479,59,395,99,418,283,208,5,929,51,39,32
2019-01-19T14:00:00Z,2019-01-20,1,24,NA,714,142,102,291,288,NA,22,30,96,NA,NA,40,23,165,570,17,50,468,33,189,411,216,4,59,248,317,152,40,273,716,29,197,65,163,197,149,7,720,16,13,20
2019-01-19T15:00:00Z,2019-01-20,2,7,NA,448,115,81,194,170,NA,7,23,90,NA,NA,14,22,112,347,6,37,354,19,66,219,76,2,23,158,195,87,23,216,355,31,173,43,73,126,77,1,378,19,8,15
2019-01-19T16:00:00Z,2019-01-20,3,13,NA,355,77,70,109,142,NA,25,25,72,NA,NA,5,16,90,258,20,26,242,24,21,190,60,3,14,123,272,75,6,172,181,21,161,53,51,66,61,5,221,18,4,6
2019-01-19T17:00:00Z,2019-01-20,4,5,NA,210,45,33,123,101,NA,9,29,34,NA,NA,2,1,32,179,2,10,112,19,35,64,51,3,5,93,75,62,5,107,92,25,117,25,20,52,41,3,103,9,NA,6
2019-01-19T18:00:00Z,2019-01-20,5,9,NA,167,38,35,52,22,NA,5,22,15,NA,NA,17,8,47,126,3,8,194,8,6,66,46,NA,10,28,37,49,7,97,86,13,107,27,37,32,56,NA,116,7,1,4
2019-01-19T19:00:00Z,2019-01-20,6,23,NA,102,55,26,55,23,NA,15,43,43,NA,NA,16,12,69,185,17,25,128,5,9,74,73,1,41,58,23,77,34,113,188,34,164,54,62,62,63,1,163,9,9,26
2019-01-19T20:00:00Z,2019-01-20,7,36,NA,74,76,71,69,41,NA,28,54,77,NA,NA,47,42,141,246,34,30,67,15,19,121,176,6,96,66,45,193,48,135,486,47,302,53,190,53,217,9,187,19,45,102
2019-01-19T21:00:00Z,2019-01-20,8,82,NA,100,185,131,52,56,NA,40,131,179,NA,NA,41,83,239,478,126,49,121,30,55,160,565,20,174,138,110,365,86,218,989,75,497,110,375,130,358,20,319,49,41,124
2019-01-19T22:00:00Z,2019-01-20,9,149,NA,278,580,457,155,151,NA,63,216,405,NA,NA,97,160,498,947,216,135,226,91,88,362,1207,41,338,228,172,771,183,366,1845,123,818,209,621,312,815,35,742,58,71,185
2019-01-19T23:00:00Z,2019-01-20,10,159,NA,397,1197,1139,335,327,NA,128,271,788,NA,NA,183,304,816,1311,295,215,429,101,160,581,1499,98,462,499,206,1065,248,538,2879,131,1212,303,1692,539,1653,66,1420,100,132,268
2019-01-20T00:00:00Z,2019-01-20,11,165,NA,625,1722,1644,488,582,NA,153,313,1013,NA,NA,167,180,780,1580,226,194,472,150,312,756,1352,68,660,670,199,1407,356,675,3150,135,1056,263,2713,741,2140,42,2022,79,133,255
2019-01-20T01:00:00Z,2019-01-20,12,171,NA,897,2278,2022,756,1062,NA,168,314,1191,NA,NA,105,181,708,1780,282,211,665,288,378,1137,1427,122,680,1027,177,1754,418,638,3606,128,1006,226,3485,1032,2389,56,2441,59,191,292
2019-01-20T02:00:00Z,2019-01-20,13,101,NA,1020,2365,2241,702,1113,NA,143,268,1152,NA,NA,99,203,682,1920,235,215,880,269,430,1279,1521,133,643,1037,163,1708,421,727,3570,125,1048,248,4703,1169,2791,80,2715,55,168,265
2019-01-20T03:00:00Z,2019-01-20,14,98,NA,1030,2764,2379,629,1284,NA,145,245,1204,NA,NA,169,122,673,1959,202,199,790,295,687,1353,1554,96,727,1130,200,1327,393,716,3792,137,1125,242,5414,1450,3162,49,2840,73,227,311
2019-01-20T04:00:00Z,2019-01-20,15,111,NA,1011,3001,2353,561,1232,NA,162,363,1334,NA,NA,249,178,692,2108,216,223,814,297,763,1413,1684,105,636,1265,224,1300,277,807,4134,155,1138,238,4878,1337,2698,93,2909,55,253,274
2019-01-20T05:00:00Z,2019-01-20,16,118,NA,1098,2910,2107,431,1132,NA,177,251,1132,NA,NA,298,191,639,2081,161,206,831,218,762,1295,1712,115,620,1211,237,899,207,720,3975,143,1131,267,5109,1405,2662,103,2923,62,178,271
2019-01-20T06:00:00Z,2019-01-20,17,160,NA,1100,2610,1533,446,952,NA,142,252,805,NA,NA,332,145,612,1982,143,164,718,227,826,1331,1462,105,515,1253,211,607,190,652,4152,140,1122,243,4410,1278,2737,82,2561,77,185,291
2019-01-20T07:00:00Z,2019-01-20,18,95,NA,1044,2060,1145,656,1145,NA,125,301,586,NA,NA,313,200,666,1545,97,193,738,244,572,1315,1313,54,547,1254,188,531,154,616,4078,169,1065,233,3959,1169,1437,42,2223,94,170,216
2019-01-20T08:00:00Z,2019-01-20,19,94,NA,912,1309,645,610,1073,NA,89,227,424,NA,NA,267,135,524,1572,76,135,790,315,741,1290,751,25,554,1031,149,474,166,595,3556,102,817,226,3390,1100,1060,38,1783,64,170,172
2019-01-20T09:00:00Z,2019-01-20,20,109,NA,957,829,444,718,1017,NA,79,206,341,NA,NA,180,88,386,1302,82,187,723,316,856,1064,688,31,640,1027,136,430,113,537,3006,95,689,172,3271,799,781,34,1441,73,181,166
2019-01-20T10:00:00Z,2019-01-20,21,79,NA,837,520,327,591,759,NA,72,183,271,NA,NA,167,86,369,1204,88,132,647,309,726,916,589,19,469,825,114,380,131,497,2578,119,639,211,3748,711,1766,55,1265,58,138,135
2019-01-20T11:00:00Z,2019-01-20,22,41,NA,800,366,356,398,508,NA,114,111,248,NA,NA,83,64,330,991,58,60,552,131,460,725,411,14,282,615,98,324,87,311,1698,62,469,121,2302,446,597,25,1129,41,112,88
2019-01-20T12:00:00Z,2019-01-20,23,32,NA,448,196,133,117,320,NA,44,90,165,NA,NA,157,87,217,681,48,52,462,77,253,443,163,2,125,518,59,193,42,298,1160,52,321,83,666,182,255,9,564,16,38,37
2019-01-20T13:00:00Z,2019-01-21,0,36,NA,335,100,60,82,127,NA,15,43,73,NA,NA,54,51,109,295,21,21,275,25,64,165,113,2,36,172,74,154,22,139,643,30,137,50,268,97,120,3,309,11,15,9
2019-01-20T14:00:00Z,2019-01-21,1,15,NA,186,68,43,52,82,NA,9,21,20,NA,NA,24,20,54,133,18,7,235,15,35,102,76,NA,18,39,15,62,17,46,174,9,37,16,68,46,57,1,129,7,4,12
2019-01-20T15:00:00Z,2019-01-21,2,6,NA,88,32,30,18,36,NA,7,19,14,NA,NA,7,16,37,46,15,11,106,3,5,52,39,5,5,19,6,56,7,9,107,10,19,14,70,38,44,3,56,3,2,6
2019-01-20T16:00:00Z,2019-01-21,3,6,NA,81,20,21,14,20,NA,3,4,21,NA,NA,10,9,25,31,5,7,78,4,15,28,17,NA,16,30,5,48,NA,6,36,9,19,19,12,19,29,NA,29,4,2,2
2019-01-20T17:00:00Z,2019-01-21,4,15,NA,38,11,60,22,22,NA,5,5,11,NA,NA,4,4,31,61,25,9,51,15,23,40,28,1,8,23,8,17,6,44,24,9,41,2,2,12,51,2,30,1,2,9
2019-01-20T18:00:00Z,2019-01-21,5,34,NA,37,50,31,12,12,NA,34,79,37,NA,NA,28,21,102,243,19,22,37,5,10,65,58,5,16,22,22,65,10,100,196,125,282,75,65,27,93,5,99,14,2,36
2019-01-20T19:00:00Z,2019-01-21,6,88,NA,98,98,82,27,31,NA,170,209,164,NA,NA,64,63,358,877,51,74,81,6,22,112,264,20,105,62,93,116,21,256,923,606,988,231,391,91,302,23,208,71,24,157
2019-01-20T20:00:00Z,2019-01-21,7,300,NA,144,298,230,60,84,NA,730,775,391,NA,NA,122,202,1175,1739,93,211,136,39,69,230,614,49,241,153,254,217,80,646,1743,2157,2245,674,892,269,642,48,431,295,67,405
2019-01-20T21:00:00Z,2019-01-21,8,792,NA,302,817,600,162,159,NA,1755,2004,871,NA,NA,321,493,2378,4062,297,679,316,110,135,481,938,147,442,361,793,439,152,1520,4019,4524,4190,1333,1633,641,1184,114,919,500,90,575
2019-01-20T22:00:00Z,2019-01-21,9,697,NA,313,914,722,188,169,NA,987,1240,992,NA,NA,195,353,1765,1984,274,500,283,100,123,450,612,168,244,380,589,511,106,796,2392,2382,2930,845,1106,556,854,149,1208,369,52,303
2019-01-20T23:00:00Z,2019-01-21,10,456,NA,494,1288,1276,261,351,NA,478,866,1227,NA,NA,250,292,1152,1509,319,442,366,148,154,625,753,160,230,567,563,553,122,548,2248,806,1802,589,1663,680,1146,106,1676,260,54,225
2019-01-21T00:00:00Z,2019-01-21,11,419,NA,782,2221,1913,353,569,NA,449,687,1476,NA,NA,212,247,1127,1664,390,475,514,195,219,850,952,225,274,711,513,636,114,571,2425,725,1701,609,1837,839,1440,112,2333,270,59,256
2019-01-21T01:00:00Z,2019-01-21,12,1260,NA,1433,3635,3371,701,1098,NA,649,1738,2325,NA,NA,243,331,1645,2410,411,719,1046,374,313,1373,1124,345,428,962,1110,1006,175,722,3858,1506,2642,1199,2191,1361,1811,176,3606,492,125,764
2019-01-21T02:00:00Z,2019-01-21,13,1400,NA,1419,3796,3252,641,1128,NA,694,1656,2418,NA,NA,296,350,1706,2468,525,766,960,386,340,1497,1253,410,466,1021,905,1026,184,659,3875,1326,2557,1251,2437,1586,1830,170,3743,378,181,593
2019-01-21T03:00:00Z,2019-01-21,14,562,NA,976,3148,2532,424,998,NA,480,872,1816,NA,NA,234,262,1237,2028,268,509,700,218,325,1378,1104,240,308,964,614,563,147,652,2763,866,1882,658,2115,1299,1761,113,3377,292,97,276
2019-01-21T04:00:00Z,2019-01-21,15,513,NA,905,2722,2206,332,963,NA,558,785,1487,NA,NA,261,288,1295,2346,280,433,660,212,274,1394,1123,222,263,902,528,535,122,745,2690,1350,2244,517,2146,1221,1707,137,3084,313,55,260
2019-01-21T05:00:00Z,2019-01-21,16,690,NA,887,2795,2141,323,899,NA,1050,806,1448,NA,NA,315,460,1887,3030,340,424,585,177,283,1241,1259,370,311,958,517,543,137,1001,3294,2937,3732,758,2198,1413,1610,166,2959,607,93,409
2019-01-21T06:00:00Z,2019-01-21,17,769,NA,1236,3094,2149,406,1062,NA,1788,1464,1611,NA,NA,493,630,2727,5248,397,506,801,229,350,1430,1682,349,458,1170,738,758,232,1954,5121,4129,5129,1381,3071,1922,2500,265,3439,853,148,747
2019-01-21T07:00:00Z,2019-01-21,18,316,NA,1135,2386,1454,441,1051,NA,791,730,842,NA,NA,290,254,1346,2908,192,303,773,192,415,1383,1363,235,497,1100,446,677,203,1075,3876,1527,2733,675,2315,1453,1440,143,2501,386,141,416
2019-01-21T08:00:00Z,2019-01-21,19,177,NA,939,1389,803,549,1018,NA,198,302,456,NA,NA,134,119,686,1669,158,188,652,264,531,1236,667,140,435,994,289,526,146,560,2747,478,1256,287,1711,1092,1184,77,1715,141,140,239
2019-01-21T09:00:00Z,2019-01-21,20,108,NA,787,838,471,455,835,NA,145,316,262,NA,NA,97,82,466,1240,135,133,634,343,566,1086,628,85,554,795,189,426,94,468,2335,226,891,167,853,969,483,50,1219,102,134,157
2019-01-21T10:00:00Z,2019-01-21,21,111,NA,566,522,307,424,663,NA,96,171,266,NA,NA,93,86,432,1163,135,147,510,187,449,780,504,76,469,855,174,389,79,466,2198,156,670,170,678,651,396,41,1008,67,164,126
2019-01-21T11:00:00Z,2019-01-21,22,88,NA,439,266,180,258,453,NA,66,127,147,NA,NA,76,27,303,908,65,52,362,115,299,484,351,50,265,469,97,296,67,397,1108,104,487,170,462,413,601,39,612,29,76,71
2019-01-21T12:00:00Z,2019-01-21,23,42,NA,283,129,109,93,206,NA,44,62,92,NA,NA,86,36,226,583,36,43,184,60,133,284,141,11,112,374,49,177,47,291,831,44,290,60,237,191,469,13,339,9,37,18
2019-01-21T13:00:00Z,2019-01-22,0,23,NA,188,69,63,91,101,NA,28,36,56,NA,NA,55,24,118,341,24,24,209,14,50,163,32,6,55,198,39,106,21,106,350,25,121,62,137,101,71,4,219,9,17,20
2019-01-21T14:00:00Z,2019-01-22,1,17,NA,129,46,38,50,71,NA,24,45,76,NA,NA,100,69,60,135,21,11,182,12,20,143,57,4,26,139,39,65,10,52,372,14,70,19,223,83,71,3,213,2,11,6
2019-01-21T15:00:00Z,2019-01-22,2,6,NA,79,21,17,35,38,NA,3,10,4,NA,NA,6,3,34,63,9,8,79,2,2,48,36,1,7,9,12,74,3,20,44,8,27,11,27,39,15,3,32,6,1,4
2019-01-21T16:00:00Z,2019-01-22,3,2,NA,37,21,16,27,31,NA,NA,10,6,NA,NA,1,3,27,87,8,4,25,2,4,18,11,NA,3,4,12,28,2,7,21,5,12,7,20,19,30,1,11,1,NA,NA
2019-01-21T17:00:00Z,2019-01-22,4,11,NA,49,15,23,17,15,NA,4,16,7,NA,NA,2,5,13,77,12,4,23,16,15,17,29,1,6,17,3,25,4,30,22,9,65,1,3,18,47,3,43,3,3,3
2019-01-21T18:00:00Z,2019-01-22,5,31,NA,29,33,25,17,14,NA,40,65,27,NA,NA,24,24,98,223,12,21,22,5,9,44,63,5,16,30,19,91,19,103,226,135,253,44,79,22,83,3,104,16,4,56
2019-01-21T19:00:00Z,2019-01-22,6,109,NA,90,88,76,25,38,NA,147,210,138,NA,NA,44,65,382,910,41,93,58,22,18,112,255,28,103,60,76,141,40,285,1012,690,1061,285,426,101,288,30,195,76,47,164
2019-01-21T20:00:00Z,2019-01-22,7,323,NA,178,391,222,79,91,NA,698,825,463,NA,NA,153,232,1148,1908,106,229,133,40,65,220,642,33,254,153,266,349,91,679,2037,2211,2334,703,1023,260,733,53,449,298,77,456
2019-01-21T21:00:00Z,2019-01-22,8,835,NA,339,849,601,142,183,NA,1759,2191,959,NA,NA,322,538,2540,4063,301,697,313,105,125,496,958,163,414,348,888,552,167,1532,4199,4168,4255,1398,1831,598,1471,117,1015,545,109,632
2019-01-21T22:00:00Z,2019-01-22,9,707,NA,382,896,857,183,192,NA,1019,1466,1287,NA,NA,212,440,1608,2215,352,495,272,119,121,473,604,236,236,324,596,725,183,785,2461,2228,2739,831,1210,635,897,116,1236,430,39,314
2019-01-21T23:00:00Z,2019-01-22,10,480,NA,464,1358,1290,286,304,NA,574,796,1542,NA,NA,275,325,1129,1365,322,563,422,154,153,616,666,171,196,462,613,880,212,439,1878,771,1777,491,1418,671,1005,101,1557,253,45,187
2019-01-22T00:00:00Z,2019-01-22,11,430,NA,708,2069,1793,335,499,NA,457,788,1376,NA,NA,243,236,1153,1570,454,513,603,158,184,842,723,216,198,577,519,1087,217,473,2364,798,1748,390,1722,818,1236,100,2224,275,40,226
2019-01-22T01:00:00Z,2019-01-22,12,1235,NA,1425,3274,3086,684,1093,NA,702,1754,2262,NA,NA,258,443,1598,2320,430,831,966,370,315,1324,990,298,482,861,1147,1588,306,715,3518,1611,2645,1059,1986,1348,1530,152,3428,556,144,676
2019-01-22T02:00:00Z,2019-01-22,13,1209,NA,1412,3746,3292,566,1123,NA,683,1724,2419,NA,NA,261,375,1716,2459,504,864,1039,346,370,1380,1105,306,444,936,935,1613,280,651,3551,1385,2414,1087,2164,1393,1607,149,3448,427,125,595
2019-01-22T03:00:00Z,2019-01-22,14,496,NA,907,2801,2427,373,932,NA,497,843,1767,NA,NA,246,281,1238,1842,306,598,714,198,235,1125,980,255,276,835,656,942,231,512,2578,918,1843,577,1963,1199,1585,98,3028,222,101,263
2019-01-22T04:00:00Z,2019-01-22,15,421,NA,789,2853,2215,376,911,NA,594,713,1466,NA,NA,253,275,1295,2101,343,427,620,212,301,1229,994,271,180,827,514,550,215,722,2568,1289,2370,575,2064,1185,1563,124,2965,317,66,235
2019-01-22T05:00:00Z,2019-01-22,16,461,NA,847,2832,2087,302,949,NA,1065,839,1451,NA,NA,343,463,1944,3234,329,440,644,152,289,1273,1109,262,291,979,657,639,209,1041,3412,2951,3967,798,2384,1378,1801,140,3066,628,105,379
2019-01-22T06:00:00Z,2019-01-22,17,772,NA,1189,3115,2106,379,965,NA,1719,1482,1550,NA,NA,504,649,2722,5421,403,643,911,170,374,1606,1565,406,391,1554,808,653,222,1865,5658,3934,5212,1381,3665,1819,2983,297,3364,833,143,755
2019-01-22T07:00:00Z,2019-01-22,18,343,NA,1063,2578,1511,491,971,NA,761,822,980,NA,NA,335,290,1446,3612,306,458,834,218,391,1422,1262,253,481,1442,435,660,200,1115,4331,1582,2721,655,3189,1424,2115,182,2579,409,145,515
2019-01-22T08:00:00Z,2019-01-22,19,227,NA,912,1519,726,516,1056,NA,300,314,488,NA,NA,204,115,679,1878,174,270,750,254,521,1378,662,159,533,1051,282,557,167,633,3052,555,1267,310,2881,1162,1182,90,1912,189,148,249
2019-01-22T09:00:00Z,2019-01-22,20,89,NA,740,968,482,551,844,NA,146,232,324,NA,NA,136,63,466,1502,132,158,607,279,652,1048,626,79,584,831,211,421,151,522,2534,252,894,259,1156,972,717,34,1367,91,153,210
2019-01-22T10:00:00Z,2019-01-22,21,115,NA,683,587,294,452,742,NA,123,175,323,NA,NA,123,82,415,1279,106,138,569,226,643,944,580,61,522,716,168,429,90,424,2201,156,799,216,705,725,1296,40,1151,49,199,163
2019-01-22T11:00:00Z,2019-01-22,22,65,NA,475,369,201,358,474,NA,93,142,213,NA,NA,158,79,343,1127,59,321,535,208,325,624,490,57,286,626,102,268,72,428,1892,95,569,153,2374,500,2046,49,748,55,88,108
2019-01-22T12:00:00Z,2019-01-22,23,60,NA,428,210,117,198,258,NA,78,127,153,NA,NA,290,204,233,762,29,81,293,47,286,371,457,4,127,596,94,201,60,351,1641,79,351,94,740,227,401,5,587,11,52,59
2019-01-22T13:00:00Z,2019-01-23,0,28,NA,280,106,58,90,167,NA,20,38,59,NA,NA,32,22,116,315,13,15,233,23,52,198,83,2,55,213,34,123,23,86,307,26,151,44,101,143,98,5,189,5,15,19
2019-01-22T14:00:00Z,2019-01-23,1,10,NA,127,41,27,29,105,NA,13,17,15,NA,NA,10,8,52,76,9,9,101,28,18,94,32,NA,30,53,24,52,16,28,106,12,15,21,42,27,36,1,74,11,13,8
2019-01-22T15:00:00Z,2019-01-23,2,2,NA,59,29,15,28,45,NA,10,11,8,NA,NA,6,7,37,77,4,5,77,8,12,40,38,NA,8,24,9,76,3,27,46,12,11,11,22,34,40,1,37,1,6,6
2019-01-22T16:00:00Z,2019-01-23,3,2,NA,52,16,11,21,19,NA,4,17,12,NA,NA,4,4,13,29,2,10,36,11,13,28,25,1,7,21,4,47,3,12,19,6,8,20,4,20,29,1,24,1,2,NA
2019-01-22T17:00:00Z,2019-01-23,4,14,NA,40,9,36,11,40,NA,4,10,6,NA,NA,5,4,21,48,20,7,26,14,16,17,34,1,8,56,3,29,12,29,38,7,38,7,13,17,51,1,31,4,3,4
2019-01-22T18:00:00Z,2019-01-23,5,35,NA,48,34,31,29,30,NA,40,56,138,NA,NA,24,15,104,257,14,25,45,10,8,55,85,4,24,22,23,57,9,122,233,116,286,55,80,35,82,4,81,12,2,67
2019-01-22T19:00:00Z,2019-01-23,6,88,NA,70,136,87,23,41,NA,152,223,165,NA,NA,55,69,388,848,92,99,49,3,38,129,331,19,112,79,78,118,38,263,950,659,1011,252,433,84,296,23,222,59,28,159
2019-01-22T20:00:00Z,2019-01-23,7,299,NA,154,320,278,90,105,NA,677,787,455,NA,NA,146,174,1171,1744,136,237,126,59,69,253,722,21,252,187,282,253,89,663,1868,2073,2202,680,990,266,656,43,492,277,66,453
2019-01-22T21:00:00Z,2019-01-23,8,795,NA,339,776,604,148,188,NA,1738,2117,931,NA,NA,279,437,2484,4093,343,713,295,110,119,532,968,249,369,352,736,444,193,1420,4011,4069,4332,1432,2185,667,1357,137,1042,515,83,607
2019-01-22T22:00:00Z,2019-01-23,9,693,NA,349,941,830,163,206,NA,990,1328,1000,NA,NA,220,334,1754,2262,354,541,323,111,108,448,569,184,240,355,531,520,123,729,2495,2508,2958,974,1151,631,869,132,1359,307,35,337
2019-01-22T23:00:00Z,2019-01-23,10,545,NA,539,1415,1348,278,329,NA,504,821,1307,NA,NA,204,326,1115,1660,371,515,535,166,143,643,619,277,235,549,554,620,146,557,2226,795,1873,616,1620,790,1164,130,1834,250,73,225
2019-01-23T00:00:00Z,2019-01-23,11,468,NA,700,2211,1927,476,533,NA,477,819,1600,NA,NA,191,257,1214,1749,436,494,578,168,219,953,712,263,264,795,576,722,186,551,2389,824,1839,798,2162,821,1835,110,2437,213,86,222
2019-01-23T01:00:00Z,2019-01-23,12,1236,NA,1451,3604,3277,812,1188,NA,700,1756,2263,NA,NA,235,374,1790,2484,460,852,1168,357,310,1489,1163,311,470,1242,1086,1179,228,676,4100,1586,2716,1307,2813,1552,2953,170,3544,503,139,735
2019-01-23T02:00:00Z,2019-01-23,13,1116,NA,1407,3868,3486,757,1129,NA,729,1655,2317,NA,NA,297,333,1841,2406,578,815,1147,355,372,1711,1321,522,493,878,981,959,210,665,3994,1395,2565,1307,2547,1680,1845,205,3904,433,187,575
2019-01-23T03:00:00Z,2019-01-23,14,631,NA,1007,3154,2710,439,942,NA,579,986,1871,NA,NA,271,295,1285,2156,448,543,822,254,343,1334,1010,397,301,873,691,621,198,632,2906,897,1992,764,2320,1414,1907,148,3383,244,113,291
2019-01-23T04:00:00Z,2019-01-23,15,477,NA,881,2855,2215,461,898,NA,620,789,1692,NA,NA,271,353,1330,2302,369,488,662,203,289,1364,1038,406,242,1036,457,556,226,751,3129,1360,2430,724,2710,1266,2961,156,3343,344,84,260
2019-01-23T05:00:00Z,2019-01-23,16,470,NA,948,3086,2441,433,969,NA,1045,862,1625,NA,NA,323,464,1937,3263,400,497,706,187,348,1388,1352,391,240,1137,591,786,240,997,3684,3000,3850,849,2826,1595,1889,171,3389,602,66,501
2019-01-23T06:00:00Z,2019-01-23,17,681,NA,1202,3368,2275,551,1080,NA,1785,1384,1615,NA,NA,437,561,2675,5361,394,649,928,200,369,1567,1688,378,535,1639,865,1092,300,1893,5828,3929,5014,1373,3976,1977,2493,229,3563,796,138,721
2019-01-23T07:00:00Z,2019-01-23,18,386,NA,1186,2701,1617,671,1151,NA,716,732,968,NA,NA,370,343,1412,3203,256,429,915,212,408,1517,1282,221,498,1387,501,1232,370,1229,4320,1611,2652,624,3597,1555,2011,180,2734,405,143,465
2019-01-23T08:00:00Z,2019-01-23,19,228,NA,1077,1727,807,608,1019,NA,252,337,519,NA,NA,208,203,787,1859,155,320,744,231,497,1361,968,138,437,1108,285,1323,402,550,3235,578,1465,340,2958,1246,1369,98,1966,145,113,300
2019-01-23T09:00:00Z,2019-01-23,20,101,NA,906,850,481,605,974,NA,136,252,479,NA,NA,125,89,516,1441,140,177,697,228,532,1225,623,105,612,935,254,1202,334,551,2679,241,940,238,1198,936,617,82,1503,87,158,227
2019-01-23T10:00:00Z,2019-01-23,21,98,NA,774,623,349,523,748,NA,120,187,416,NA,NA,172,111,399,1422,115,146,602,195,520,1010,537,65,481,958,274,938,270,485,2722,167,759,187,941,752,1134,50,1207,68,139,188
2019-01-23T11:00:00Z,2019-01-23,22,99,NA,689,366,229,478,504,NA,125,153,222,NA,NA,271,86,327,1390,84,352,529,139,344,639,459,30,282,699,139,596,178,425,2266,157,678,163,2321,499,1983,29,881,43,106,92
2019-01-23T12:00:00Z,2019-01-23,23,66,NA,443,174,102,241,303,NA,59,97,108,NA,NA,80,50,190,732,32,75,369,84,171,357,219,10,135,378,96,243,66,328,967,71,375,99,378,261,414,11,417,21,54,54
2019-01-23T13:00:00Z,2019-01-24,0,42,NA,271,93,82,104,117,NA,23,47,84,NA,NA,76,50,121,376,25,35,190,16,63,215,77,9,34,270,42,143,32,161,620,24,179,58,202,110,126,19,237,8,5,27
2019-01-23T14:00:00Z,2019-01-24,1,13,NA,150,50,34,39,87,NA,7,11,19,NA,NA,8,4,37,140,7,11,156,15,39,108,63,NA,22,61,12,111,19,41,125,25,56,23,72,66,44,1,73,2,8,7
2019-01-23T15:00:00Z,2019-01-24,2,20,NA,94,27,19,23,24,NA,11,17,22,NA,NA,1,4,51,95,2,17,63,5,4,53,32,NA,10,21,10,60,2,17,37,7,28,16,46,29,29,NA,42,2,3,5
